,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,y_0,y_1,y_2
564,0.15426538498633455,0.15572837990490496,0.15508030899463016,0.15594998106061997,0.15565319045623832,0.15624036078458747,0.15531117423732124,0.15624442554708273,0.747156241239083,0.6757261709311074,0.22819734852354023,0.06911752874162151,0.044989907784349775,0.016116662146003803,0.014307441709854582,0.010000000000000047,0.0,0.0,1.0
189,0.15619675456112722,0.15753310528367998,0.15753102436399963,0.15863496113584466,0.1575302960170736,0.15862437308264435,0.15076250178116296,0.15856331282686426,0.16198944486101277,0.030803266730244756,0.015433270729343286,0.012076199047731764,0.01025483424274194,0.010016020893875967,0.010002665770325499,0.010000000000000004,1.0,0.0,0.0
463,0.15596997158817288,0.1534128453008833,0.15341114194191868,0.15550126186721616,0.15647973589048786,0.15552589376138087,0.1534270610089671,0.15552629583266336,0.758458909860174,0.5988457860025601,0.23115565686300651,0.0877751667568585,0.012346953306913964,0.010985762090718583,0.010122459544355434,0.01000000000000004,0.0,0.0,1.0
45,0.15688311054679788,0.15658874203372578,0.15658299284108496,0.15705077554540864,0.15655804370999404,0.1569282843250594,0.15491154972112342,0.15723396061503594,0.152979597606146,0.023565699785343102,0.015096633317194817,0.012203665554543407,0.010236498016829274,0.010050375417512768,0.010008796547997396,0.010000000000000024,1.0,0.0,0.0
431,0.1563094695699549,0.15585886307093288,0.15549677597604797,0.1554988492692792,0.15658689294762967,0.15571287467110692,0.1555108177964317,0.15571320110137754,0.7551065752246868,0.7068574484441313,0.23885234546990605,0.08285796200641125,0.03986399491265293,0.021613893355093818,0.016806368538492895,0.010000000000000042,0.0,0.0,1.0
287,0.15550623650512366,0.15317753609881846,0.15317790046731328,0.1545935511570421,0.1549697272218119,0.15459485592063713,0.15317896197369527,0.15459424853987214,0.8132596149878784,0.6938968297608185,0.35760075717470924,0.10301823941971584,0.010111444339940826,0.010063521883824197,0.010005734443850937,0.01000000000000006,0.0,1.0,0.0
130,0.15484083602004084,0.15707815033696054,0.15705734109841404,0.15782914835510295,0.15706211388366084,0.1577530962226261,0.15308512831932095,0.15782240984238396,0.14579923688534585,0.02877762992851389,0.015121142542079701,0.012239438090076004,0.010514314130390404,0.010071023454900593,0.010001321434974557,0.010000000000000005,1.0,0.0,0.0
209,0.15548138126735753,0.15254830036157657,0.1523585946455504,0.1532463163520124,0.15609604279927913,0.153231351998215,0.152989196910168,0.1532860423811916,0.924308557815058,0.7071825588718481,0.41026964962939977,0.11469092270814749,0.04693247777662721,0.023266245771005573,0.010663655318287796,0.010000000000000075,0.0,1.0,0.0
338,0.15773224955971077,0.15542906119570402,0.1554288441368775,0.15520837371615398,0.15540289776525884,0.15518490201241572,0.1554063499252204,0.15518462206885955,0.7338112941389187,0.6495788187168701,0.3149116922461108,0.09647464405072212,0.010857663704763067,0.010429330662112457,0.010004725158301867,0.010000000000000083,0.0,1.0,0.0
380,0.15506842960571982,0.15490169736038945,0.15490245149292417,0.155164015402193,0.15669852194309844,0.15517595836218792,0.1549047985288156,0.15517309211847718,0.7550980316757498,0.6576033688927522,0.28612858385968276,0.09053296330599542,0.010755913928083703,0.010373835728380514,0.010114287447845418,0.010000000000000082,0.0,1.0,0.0
235,0.1547454810332605,0.1539966984306076,0.15264642873693587,0.15402056235439326,0.15506058022577138,0.15159110860362943,0.15460951853313545,0.1516703602239987,0.790755742172686,0.680803237480568,0.3497675510309145,0.09641952240388435,0.023287790587574717,0.017712712088810707,0.011997447313203779,0.010000000000000071,0.0,1.0,0.0
205,0.15464225754527555,0.15120405152850008,0.15119849238016894,0.15248997392892039,0.15661414095302326,0.15248556030984778,0.1512073757155295,0.15249831349792797,0.9239325547987405,0.7677886944094096,0.4042593925248097,0.11293908469443367,0.01264981583332899,0.011312363782774663,0.010336803510474182,0.010000000000000106,0.0,1.0,0.0
315,0.1542905911608691,0.15206854992478125,0.1557458077957808,0.15280295415338796,0.15611449129559082,0.15373449242717618,0.15405415859236612,0.15373450357056584,0.698627683437906,0.5470512680988378,0.23400146830236923,0.1326936301545964,0.07366330682029118,0.041851166050492696,0.011983023933238333,0.010000000000000061,0.0,1.0,0.0
490,0.15561224979698568,0.15552177618896068,0.15483989424997155,0.1553463248664853,0.1554161903135825,0.15554308721028712,0.15539606380370666,0.1555462994609978,0.6319602764549355,0.5980440546568754,0.2085115915631473,0.07336704023685323,0.03154473769043661,0.019696010621323354,0.014984664673032933,0.010000000000000049,0.0,0.0,1.0
486,0.1553363607799303,0.15661679665160144,0.15661694056341313,0.15523489149372427,0.15604071191751542,0.15523591180456217,0.15661945463640967,0.1552338237850304,0.6799520666495324,0.6126535598679304,0.23715991906106196,0.08616782803889546,0.010049970870905544,0.01002997358129739,0.010022469013119087,0.010000000000000057,0.0,0.0,1.0
594,0.155213293520627,0.1550445176739877,0.15506717685664229,0.1557041094241262,0.15470949537575807,0.15569073643905051,0.15506587974600264,0.1557039959314559,0.7556917589707294,0.7137471970005315,0.23039464643383864,0.09109994258395893,0.011779988017661298,0.010045775617684908,0.010032353974370044,0.010000000000000056,0.0,0.0,1.0
426,0.15659794433442537,0.1555772167419412,0.155581294165681,0.1555162031077472,0.15701189255911058,0.15551008579460607,0.15558130743041867,0.15551638294753747,0.6536662422635239,0.6105850962941196,0.21901985440307548,0.08259704119818306,0.010309431176395965,0.010011750653851308,0.010004551631225019,0.010000000000000092,0.0,0.0,1.0
550,0.1572555368731947,0.15636229361441853,0.1557664669311354,0.15632285212110947,0.15642582485239812,0.15614342347751564,0.15599549942454882,0.15614588321048975,0.7068661814451236,0.6763370245582723,0.20362714368020926,0.08646665888472577,0.019393874143903974,0.013860516572226575,0.010901369746928073,0.010000000000000049,0.0,0.0,1.0
514,0.15556771748096848,0.15539366600997023,0.1550863418825509,0.15540587887825705,0.15688726539731299,0.15505938628774188,0.1550922867100095,0.15539403090041073,0.7165745546472467,0.6905448241868954,0.23952160291946933,0.08758957005079532,0.011694838727411004,0.01025696730462983,0.010156694062517901,0.010000000000000045,0.0,0.0,1.0
499,0.15615373545279862,0.15481362757941008,0.15602818246714634,0.15483396423634951,0.15583026018865437,0.1559884623300803,0.15598108866054275,0.15489367753309086,0.7234904164846854,0.6506075319700031,0.2277046811025951,0.08865459618593458,0.018677981578108963,0.013638889791022062,0.010395607342833442,0.010000000000000089,0.0,0.0,1.0
551,0.15488973972653106,0.15528645946905706,0.1545510021026921,0.155419979503482,0.1555364768543589,0.15466268905500544,0.15497396490956622,0.15465497442443932,0.6939662689800143,0.6606103043815292,0.22252168718248905,0.08836208119380001,0.030338372373478917,0.018618770987141035,0.011171250302406139,0.010000000000000061,0.0,0.0,1.0
327,0.15464868530436698,0.15107252621992798,0.15107168328422294,0.15352703992469452,0.15494844110586162,0.1535422011268474,0.15109154112237988,0.15354390087467532,0.7894329447244057,0.6559930091298981,0.3504882157056245,0.10212403889497895,0.012061249345170118,0.011079142897057982,0.010046593428207545,0.010000000000000115,0.0,1.0,0.0
456,0.15560706940580402,0.1560267096319436,0.1560589258684019,0.15604148224126027,0.1545363298923669,0.15610146675204958,0.1559531743534034,0.1561167260268028,0.7402361812375465,0.6785248527202488,0.2351603015780649,0.08820195565995313,0.012206987927599321,0.01119642731313007,0.010191709672660688,0.010000000000000097,0.0,0.0,1.0
294,0.15542937080349717,0.15207416815478964,0.15206966216462117,0.15360552830863,0.1559458325942766,0.15359740603362765,0.15207177751570186,0.15359958224789286,0.8689646964004252,0.735159958718449,0.3939522930438792,0.11142404513633837,0.010825473470848999,0.010205621847685765,0.010173764588449796,0.010000000000000118,0.0,1.0,0.0
138,0.15617974779239216,0.15738980878524117,0.15738981644455166,0.1588850595407446,0.15739001908688377,0.1588848361595402,0.1558498403250643,0.15882543406496322,0.13238588166251045,0.028879725895200943,0.014204403076587283,0.011799614256243594,0.010113387491460232,0.010000932450377963,0.010000361155772252,0.01000000000000002,1.0,0.0,0.0
314,0.15433202613098626,0.15475175500854593,0.1539275954585027,0.15495332927942793,0.15458176568469967,0.15402486872643156,0.15403599344512633,0.15495725978622024,0.8941363541893059,0.7379630054096008,0.3761417466791384,0.10865435774793691,0.023349813849723358,0.012880559129757118,0.011206763956607904,0.010000000000000167,0.0,1.0,0.0
284,0.15570974473151392,0.15196483033418928,0.15197146431319727,0.15497138931951498,0.15501073580978753,0.15464679146442803,0.15220830507873345,0.1546470802916514,0.7922026577746137,0.6885239159816255,0.3373789276388805,0.1066528617077113,0.020812091640811686,0.01556483864813981,0.010031068752586296,0.010000000000000132,0.0,1.0,0.0
425,0.15588092923072108,0.15656307472190698,0.15656129737225963,0.15649360639083293,0.15657100659881099,0.156500862461753,0.1565614989561393,0.15649788304986378,0.7174341179457518,0.5683336342849088,0.23944632462136461,0.08988687973884939,0.01060104211049017,0.01042774140270815,0.010331923537180878,0.010000000000000078,0.0,0.0,1.0
48,0.15678018176105749,0.1556669754414029,0.15566687442061758,0.15641838900292185,0.15564928739510545,0.15604722759877687,0.1534573918287136,0.15742619035232,0.15776203419857235,0.024180999293889505,0.015474778993540847,0.012105373636850453,0.01079165151816264,0.010151252414360403,0.01003814126960365,0.010000000000000009,1.0,0.0,0.0
16,0.15547105824687169,0.15609362264348217,0.15608402862935597,0.1561889021390235,0.1560218839018025,0.15569957385202698,0.15199984727540225,0.15683520642983378,0.1739847428007914,0.02404882125694585,0.015898175645498926,0.012321309212151743,0.010811406246280941,0.01016308328142472,0.010024841266582483,0.010000000000000009,1.0,0.0,0.0
500,0.15605279921229182,0.15546082409597087,0.1548005532726368,0.15546059230704534,0.1551825021718655,0.15479230022622179,0.1547956168857994,0.15546267609559006,0.6640130130591584,0.6028589216676279,0.2206469806699862,0.08799398757784758,0.010106553325903683,0.010042523699478148,0.01003486885725302,0.01000000000000008,0.0,0.0,1.0
125,0.15458598340609359,0.15817418373752812,0.15816919239250926,0.15833488731584922,0.15815495812457772,0.15827744876141456,0.1543553530702915,0.15811263342479237,0.14797466639102935,0.028319781988143347,0.01428484233917723,0.011716164398983119,0.010511627031976344,0.010031175334604087,0.01000910740146383,0.010000000000000004,1.0,0.0,0.0
171,0.1560003773333218,0.15728383085302736,0.15728378697039813,0.15848118907163442,0.1572833079217099,0.15849500591148968,0.15254951853303958,0.15852498592580966,0.14299760431745417,0.029222268151702993,0.015543461460018584,0.012231273535527273,0.010632552308869008,0.010036637366110443,0.010001519642328056,0.010000000000000009,1.0,0.0,0.0
517,0.15639884667817905,0.15577842107334217,0.15587515677087607,0.15577093900222705,0.15655405241626627,0.15589031198233172,0.15588559110085642,0.15578282874312743,0.7505844422128388,0.6874339998619629,0.24108245774463208,0.09383086907758229,0.011298455691959574,0.01039326368810269,0.010303466842718633,0.010000000000000146,0.0,0.0,1.0
32,0.15628103204993415,0.15566545402933,0.15566574702003663,0.15734515505788627,0.15566693898184686,0.15735709909856757,0.15507285351774036,0.1573496084375716,0.15939615224535228,0.02398517666684426,0.013854726564998622,0.011993390707674183,0.01006594537105785,0.010008318743632543,0.010004049963784086,0.010000000000000005,1.0,0.0,0.0
301,0.15543740846188095,0.1534297571063708,0.15341423428689777,0.15343011449876692,0.1560963079568029,0.15341484720614498,0.15341525637394626,0.15343156745512054,0.9100397447121468,0.7797207964956121,0.3690896756697645,0.10993308951357045,0.010136739297518328,0.010048981061680574,0.010007225524928153,0.01000000000000013,0.0,1.0,0.0
573,0.15707401832116907,0.1556333752682151,0.15563109286347226,0.1558972465178492,0.15539284959320157,0.1559010832658858,0.1556334549807628,0.1558989006396053,0.701095265022586,0.6588954580609979,0.2331171353582314,0.08732072464099962,0.010249625374549905,0.010035671009122605,0.01002891792888114,0.01000000000000008,0.0,0.0,1.0
389,0.15542398002760682,0.14959406684850768,0.14959471156742676,0.15141039077952267,0.1566186194411244,0.15140814545347228,0.14959626800463446,0.15140806865244624,0.8238915003785323,0.6745118152470009,0.36022376000878104,0.10791710232443355,0.01006228067149116,0.010028546763218816,0.010004907187741286,0.010000000000000075,0.0,1.0,0.0
498,0.15616563384762697,0.15500806452713503,0.15492270441221176,0.1561929371385266,0.15490852980576622,0.15618809044289506,0.1549138983851795,0.15619380009232317,0.7467966825256902,0.6916429421656057,0.22753178684473208,0.08328988080618811,0.013330728821877288,0.010067943756679304,0.010049748412293169,0.010000000000000094,0.0,0.0,1.0
349,0.15701907919210623,0.154283265149428,0.15428315955724559,0.1547830389626191,0.15443045098322597,0.1547825187198407,0.1542835614474529,0.15478276585935807,0.7840133547042603,0.6391710454226117,0.3502660784077417,0.10211136210515954,0.010304545685543428,0.010041523423201934,0.010026995618312547,0.010000000000000082,0.0,1.0,0.0
260,0.15480103461084863,0.1512283818744597,0.15119780075511385,0.15313528217573483,0.15455984931738823,0.15314098362666298,0.1512560061853164,0.15314660110934716,0.8290075840305479,0.6935777215036973,0.3712148681975445,0.10426337750856307,0.0194045719636277,0.014451835332101483,0.010729871890635323,0.010000000000000063,0.0,1.0,0.0
233,0.15591160006082522,0.1516491396422373,0.1516422921476344,0.15414687797985735,0.1544108729172128,0.15420958836207177,0.15159984760656653,0.15420930614387518,0.8706464925055127,0.7426086571988412,0.3717890054314418,0.11180904276480752,0.01592169005085413,0.012743226597151616,0.010472779737583808,0.010000000000000115,0.0,1.0,0.0
480,0.15638784494079458,0.15711611501462916,0.15561395590732507,0.15711898028407048,0.156352678158719,0.15561204847825547,0.1556162367884073,0.15710658018769805,0.6874787319323751,0.6338514075235488,0.2231550468440683,0.09120345743883466,0.010860262373433498,0.010592310476962291,0.010337289008276759,0.010000000000000064,0.0,0.0,1.0
331,0.1544974420466922,0.152395271913627,0.15238058814635574,0.15370507521361032,0.15528521050429467,0.1537007229740085,0.15239573295278036,0.15370074918737844,0.8925658163074025,0.6929129926514394,0.3931536417803814,0.109871808160326,0.01060695648618871,0.010288860419671524,0.01008288108670278,0.01000000000000008,0.0,1.0,0.0
370,0.15547659680969483,0.15403703404853616,0.1540373044633627,0.15416096892386477,0.15639369500823846,0.15416579920052234,0.15404121218737174,0.1541647359026077,0.7642750919145185,0.6464480954234411,0.3181588392580092,0.09785069713760965,0.010224046779651184,0.010112144841301678,0.010082086151368077,0.010000000000000068,0.0,1.0,0.0
203,0.15446841177534432,0.15213510198078817,0.15213073840943425,0.15268372556048063,0.15560370099767215,0.15265514897171525,0.15213332163052917,0.1526763799699679,0.794060397454673,0.6653809921542913,0.362199403733098,0.10662455647182892,0.013439209465896829,0.010977933848602829,0.010450787149488331,0.010000000000000071,0.0,1.0,0.0
286,0.1552232988912265,0.1522924211046976,0.1522906963261252,0.15353144812975672,0.1549429136272035,0.15350261455903802,0.15227321232991567,0.15351275105928835,0.834548964128859,0.6886464753889867,0.38757233784768813,0.11125273099844593,0.013037759321975902,0.01161018188079359,0.01008739019765813,0.010000000000000056,0.0,1.0,0.0
97,0.1547231860383548,0.15574875563591367,0.15574773378124954,0.1574921506570954,0.15574222270711144,0.15748057203859783,0.1544463613091031,0.1575002673338625,0.16901794456534877,0.026419290385155357,0.015366105509582543,0.012342761118024948,0.010033163978580055,0.010006933512041776,0.010002116352559721,0.010000000000000016,1.0,0.0,0.0
552,0.1555994278240465,0.15601922073742794,0.15601913979284934,0.1557239927478688,0.15656665196083375,0.15572703194611906,0.15601792031602435,0.1557233389672436,0.7439720675587836,0.6567342069215191,0.2439952745033418,0.09531239073851336,0.01024887468827168,0.010134383561668726,0.010022045465175091,0.010000000000000087,0.0,0.0,1.0
51,0.15753479915141255,0.15643022416705668,0.15643018375018047,0.15849019669526282,0.1564287158994081,0.15849252269828376,0.15425468303958145,0.1585482188969601,0.16470712278719135,0.027396795757507662,0.014796504991387162,0.0122882818907221,0.010273182591777372,0.010006050520099678,0.010000446941344344,0.01000000000000001,1.0,0.0,0.0
99,0.15602130744184206,0.15726796059039977,0.1572592577002363,0.15899769593025498,0.15726417422369268,0.15899987884319605,0.15515790453441283,0.15797719823065173,0.16184940448273694,0.028080862746741528,0.01389210735661252,0.011917125284569428,0.010639931241466285,0.010005730998482185,0.010004923631564525,0.010000000000000005,1.0,0.0,0.0
413,0.15705595441581702,0.15417208067696772,0.15555941604065154,0.15429923524980085,0.1546196215010725,0.15545331663102796,0.15551387585213208,0.15422424797074288,0.742549302131706,0.6687889987545165,0.22523140912744583,0.09196351765057173,0.02428138265048667,0.015119261755952216,0.010823301089421743,0.010000000000000068,0.0,0.0,1.0
91,0.15653754568861875,0.1572190507793236,0.1572190200684389,0.15844891646294218,0.15721906892059115,0.1584476590239004,0.15467150039614727,0.15844378550131422,0.13010218606232357,0.025563749100784683,0.01469363179828204,0.012123839753731339,0.010020001173204163,0.010001075930296581,0.010000130390574168,0.010000000000000014,1.0,0.0,0.0
427,0.15454320019553128,0.15666755470738808,0.1566327454074402,0.1563819795389275,0.1549667057669196,0.1564290412303853,0.15664488073970678,0.15636934683052992,0.7374674471312469,0.6777587612783166,0.22601670118305472,0.0937509339831056,0.011564701495112857,0.010361679734628815,0.010212278914669954,0.010000000000000071,0.0,0.0,1.0
469,0.15644396834991572,0.1559501011803713,0.15594722882983653,0.15647007536085278,0.15585260866448214,0.15645338793506441,0.1559228316895387,0.15644963620907804,0.73144112966226,0.6324913652672349,0.23624150559037588,0.09220833290881324,0.01268936948057442,0.011239784738429964,0.010276870022029146,0.010000000000000044,0.0,0.0,1.0
388,0.15578314821412959,0.1545057895469651,0.15451008456931487,0.15327861651943955,0.15678066146547323,0.1532739165193981,0.15451048076376253,0.15327807241634223,0.7075399930786572,0.6564936637038262,0.2804792637312455,0.0933599457769703,0.010805327803877884,0.010036835304802302,0.010013702089262508,0.01000000000000008,0.0,1.0,0.0
52,0.15656193823014852,0.15640537400184418,0.156408659405999,0.15833045274110386,0.15641293103469509,0.1583306729192207,0.15372193758121638,0.15835620029077313,0.16683612265526346,0.026585376132264762,0.014102936511844476,0.01201752843648363,0.010178376195207032,0.0100067181285018,0.010002649895195045,0.010000000000000002,1.0,0.0,0.0
238,0.15386996448989018,0.15166854369855548,0.15166853563957086,0.15295565349100299,0.15693179502559323,0.1529554923519823,0.15166853329604005,0.1529554490140518,0.9007284262369457,0.6978585602504038,0.3949596872876568,0.11080077467060868,0.010009521159772125,0.01000410381611281,0.010001683911902013,0.010000000000000063,0.0,1.0,0.0
65,0.1572621104346172,0.15640606672767357,0.15640129396372532,0.15768986952199396,0.15640064840690088,0.15769364718118406,0.15486048636780203,0.15769236537823217,0.14400364772312552,0.025323987888827146,0.014245916690627561,0.012123454423865693,0.010010807378785895,0.010004038963094488,0.0100007910148468,0.010000000000000007,1.0,0.0,0.0
312,0.15638408067886467,0.15364452458407837,0.1536436067115009,0.15530898466542623,0.1561226967192611,0.15528675483667906,0.15364220139757337,0.15528602334707714,0.7638944013888033,0.6522741211891165,0.3203964116682804,0.09925428293832841,0.013022967803616841,0.011596848190767627,0.010058959394539274,0.010000000000000077,0.0,1.0,0.0
2,0.15606545404496278,0.15632994668089012,0.15632811237785485,0.15648791907705345,0.15632805432915453,0.1564891431620484,0.15495211689286667,0.15649340153087735,0.1527137880308275,0.02204211467784053,0.014836833069761142,0.011968063264410096,0.010007142986858779,0.010001174829273742,0.010000512654808849,0.010000000000000024,1.0,0.0,0.0
529,0.15618307121175487,0.15646574528534826,0.15646627364028795,0.15547559137280104,0.15429278737103527,0.15547647217702373,0.15647221100974712,0.1554746449567421,0.6920911565312513,0.6242068684999967,0.2240318834184653,0.08300231741032489,0.010286846793758552,0.010127005451429633,0.010024340818133233,0.010000000000000047,0.0,0.0,1.0
215,0.15485885910847738,0.15294036131539535,0.1529405147090072,0.1516574148961324,0.15537637068127394,0.15168244496497948,0.15290617625798614,0.15166880282228656,0.9665582197833079,0.8152854004155426,0.42771806561860654,0.12190547454641112,0.01350356721988192,0.01180166262265879,0.010245018259251821,0.01000000000000014,0.0,1.0,0.0
62,0.15481930384142134,0.15631660896160215,0.15631597386978954,0.1586611661018972,0.15631232514813198,0.15865366529095853,0.15533109165565437,0.15863931946439155,0.14179254615487943,0.025628771077775107,0.013996436474793345,0.012041898469104107,0.010037844297537629,0.010006098916605321,0.010003737772448378,0.010000000000000012,1.0,0.0,0.0
90,0.15623832911939217,0.156770769554606,0.1567831516006307,0.1582559556259227,0.15677917603938735,0.15824243269374755,0.15429899654055615,0.15828195307677287,0.1347934259480266,0.02609190072026918,0.014863337242109934,0.012007913269426643,0.010254663137345736,0.01000669052439972,0.010003857794969824,0.010000000000000004,1.0,0.0,0.0
265,0.15531393666245866,0.15317149477198955,0.15316834408702096,0.15394242010405768,0.1559346028711901,0.15394432720182435,0.15316588807275286,0.15393892738325973,0.6979270108702013,0.6316390348499891,0.3055570907728676,0.09302817694116601,0.010647045379350397,0.0101984575608532,0.010136430387970224,0.01000000000000008,0.0,1.0,0.0
149,0.15523987583612278,0.15753187997866422,0.15753183997828937,0.15840159768158038,0.1575317782030978,0.15840098803650077,0.15840162772636224,0.15589717416838883,0.13733747645007507,0.028750439713388178,0.013339003746297224,0.011693824157470951,0.01000703940672962,0.010000632604939472,0.01000047062031192,0.010000000000000007,1.0,0.0,0.0
510,0.15392556441748428,0.15645649547205603,0.1548429575516211,0.15649978969673123,0.15482368927530019,0.15517575577719814,0.1562510318833542,0.155174719129359,0.6074611971841867,0.5720853324474258,0.21228766282193728,0.07667321792803473,0.027354479621692865,0.01903106742385806,0.010256671200343636,0.010000000000000071,0.0,0.0,1.0
402,0.15630370610043356,0.15521098843711226,0.15520308440535224,0.15468486116440422,0.15525802211147854,0.1546546230439905,0.15520071652266015,0.1546856289263016,0.7804931793812155,0.610887652393521,0.23245500891994939,0.09424486147450746,0.010664240559493941,0.01006322945588194,0.010039074753197624,0.010000000000000099,0.0,0.0,1.0
272,0.15462373779003522,0.1528996185488886,0.15289959287648555,0.15297671880307154,0.15606470623547383,0.15297620893604721,0.15289932589377148,0.15297538408716502,0.9157884064685843,0.7556582867583361,0.4289141490108284,0.1124771806971947,0.010030409105518777,0.010014920644463967,0.010003621244000754,0.010000000000000122,0.0,1.0,0.0
195,0.1560995865768839,0.15830250542142058,0.15831299409210975,0.1587209799839587,0.15832348960971773,0.1587311468051104,0.15787831357147275,0.154877337356204,0.13035024842745582,0.030924961172786133,0.013771645591906898,0.011953171880972951,0.010751906437412828,0.010027910370058478,0.010016449290661414,0.010000000000000005,1.0,0.0,0.0
540,0.15670797461892308,0.1551126573926871,0.15514083174998,0.1551126666858717,0.15530966817622907,0.15513467384904556,0.155135843206894,0.1551102773299886,0.7074959111697543,0.6374329434917704,0.22620144433517578,0.08947844439679377,0.010378703156006563,0.010206338929616608,0.010064558551048325,0.010000000000000063,0.0,0.0,1.0
156,0.15666889134861992,0.1579410539861223,0.15794118397798704,0.15844403421623093,0.15794109828074465,0.1584441553886664,0.158410563572033,0.15579163412186517,0.1255387534588335,0.028388132385123804,0.013732200548203597,0.011617530092154443,0.01016058143934747,0.010001052674783876,0.010000260153916208,0.010000000000000002,1.0,0.0,0.0
129,0.15534453792924993,0.15777698588143782,0.1577768204601608,0.15861939807801656,0.157776823288288,0.15861935692379572,0.15408800180153584,0.15852764342281303,0.13542301500026915,0.028817381367999863,0.015150456814564148,0.012181684251593557,0.010073176929039574,0.01000013274121274,0.010000091776493384,0.010000000000000007,1.0,0.0,0.0
162,0.1557208798083408,0.1584367770406679,0.15843388829635002,0.15854903053265587,0.1584329422638173,0.15854984304515277,0.15828624755147438,0.15275482197179535,0.11506124824725182,0.030101011157975928,0.013986721763593927,0.011927512454288039,0.010488385463540214,0.010004357416329997,0.010002829416956942,0.010000000000000002,1.0,0.0,0.0
116,0.15555923913641947,0.15714740015935272,0.15714728417467896,0.1590504381885945,0.15714561923127388,0.1590502628163249,0.15350232865484112,0.1583540343788811,0.13479546431029388,0.02825067598791344,0.013981820187282844,0.011831685821685785,0.010655393495268123,0.010002683074472891,0.010002102211046056,0.010000000000000007,1.0,0.0,0.0
58,0.15349099194371388,0.15629109703985905,0.15628666526852275,0.15763950676294422,0.15628387296937868,0.1576325617446793,0.1561652027412489,0.15761999930435183,0.13526735040157795,0.026163801408478626,0.014306186380774058,0.011894826986847507,0.010025836260721165,0.01001109223978752,0.010005549599236876,0.01,1.0,0.0,0.0
